"","edibility","cap_shape","cap_surface","cap_color","bruises","odor","gill_attachement","gill_spacing","gill_size","gill_color","stalk_shape","stalk_root","stalk_surface_above_ring","stalk_surface_below_ring","stalk_color_above_ring","stalk_color_below_ring","veil_type","veil_color","ring_number","ring_type","spore_print_color","population","habitat"
"1394","edible","convex","scaly","white","no","none","free","crowded","broad","pink","tapering","equal","fibrous","smooth","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"1395","edible","flat","fibrous","gray","no","none","free","crowded","broad","black","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"1396","edible","convex","fibrous","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","green","partial","white","one","pendant","brown","solitary","wood"
"1397","edible","convex","scaly","white","no","none","free","crowded","broad","black","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","brown","scattered","grasses"
"1398","edible","convex","scaly","brown","no","none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"1399","edible","flat","scaly","gray","no","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","brown","scattered","grasses"
"1400","poisonous","flat","smooth","white","yes","pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","grasses"
"1401","edible","flat","scaly","brown","no","none","free","crowded","broad","black","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"1402","edible","flat","smooth","yellow","yes","almond","free","close","broad","pink","enlarging","rooted","smooth","scaly","purple","purple","partial","white","one","pendant","brown","solitary","grasses"
"1403","edible","convex","fibrous","gray","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","black","solitary","wood"
"1404","edible","flat","scaly","gray","no","none","free","crowded","broad","brown","tapering","equal","smooth","smooth","purple","purple","partial","white","one","evanescent","brown","abundant","grasses"
"1405","edible","convex","scaly","gray","no","none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","purple","purple","partial","white","one","evanescent","brown","abundant","grasses"
"1406","poisonous","flat","smooth","white","yes","pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","urban"
"1407","edible","convex","scaly","white","no","none","free","crowded","broad","chocolate","tapering","equal","fibrous","fibrous","purple","purple","partial","white","one","evanescent","black","abundant","grasses"
"1408","edible","convex","scaly","white","no","none","free","crowded","broad","pink","tapering","equal","smooth","smooth","purple","purple","partial","white","one","evanescent","black","abundant","grasses"
"1409","edible","flat","scaly","gray","no","none","free","crowded","broad","brown","tapering","equal","smooth","smooth","purple","purple","partial","white","one","evanescent","black","abundant","grasses"
"1410","edible","flat","scaly","brown","no","none","free","crowded","broad","brown","tapering","equal","smooth","smooth","purple","purple","partial","white","one","evanescent","brown","scattered","grasses"
"1411","edible","convex","fibrous","brown","no","none","free","crowded","broad","black","tapering","equal","fibrous","fibrous","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"1412","edible","flat","scaly","brown","no","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"1413","edible","flat","scaly","brown","no","none","free","crowded","broad","brown","tapering","equal","fibrous","fibrous","purple","purple","partial","white","one","evanescent","brown","abundant","grasses"
"1414","edible","convex","fibrous","white","no","none","free","crowded","broad","brown","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","brown","abundant","grasses"
"1415","edible","flat","fibrous","white","no","none","free","crowded","broad","black","tapering","equal","fibrous","smooth","purple","purple","partial","white","one","evanescent","brown","abundant","grasses"
"1416","edible","flat","fibrous","brown","no","none","free","crowded","broad","chocolate","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","black","abundant","grasses"
"1417","edible","convex","smooth","white","yes","anise","free","close","broad","gray","enlarging","club","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","meadows"
"1418","edible","convex","scaly","brown","no","none","free","crowded","broad","brown","tapering","equal","fibrous","smooth","purple","purple","partial","white","one","evanescent","black","abundant","grasses"
"1419","edible","convex","scaly","gray","no","none","free","crowded","broad","chocolate","tapering","equal","fibrous","fibrous","purple","purple","partial","white","one","evanescent","brown","scattered","grasses"
"1420","edible","flat","scaly","white","no","none","free","crowded","broad","black","tapering","equal","fibrous","smooth","purple","purple","partial","white","one","evanescent","black","abundant","grasses"
"1421","poisonous","convex","scaly","white","yes","pungent","free","close","narrow","white","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","brown","scattered","urban"
"1422","edible","convex","scaly","white","no","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"1423","edible","convex","fibrous","brown","yes","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","green","partial","white","one","pendant","brown","several","wood"
"1424","edible","flat","fibrous","gray","no","none","free","crowded","broad","brown","tapering","equal","smooth","smooth","purple","purple","partial","white","one","evanescent","brown","scattered","grasses"
"1425","edible","convex","scaly","gray","no","none","free","crowded","broad","brown","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","black","abundant","grasses"
"1426","edible","flat","fibrous","brown","no","none","free","crowded","broad","brown","tapering","equal","smooth","smooth","purple","purple","partial","white","one","evanescent","brown","abundant","grasses"
"1427","edible","flat","scaly","brown","no","none","free","crowded","broad","pink","tapering","equal","smooth","smooth","purple","purple","partial","white","one","evanescent","brown","scattered","grasses"
"1428","edible","convex","scaly","gray","no","none","free","crowded","broad","chocolate","tapering","equal","fibrous","fibrous","purple","purple","partial","white","one","evanescent","black","scattered","grasses"
"1429","edible","flat","smooth","brown","yes","anise","free","close","broad","brown","enlarging","rooted","smooth","scaly","purple","purple","partial","white","one","pendant","black","scattered","paths"
"1430","poisonous","flat","smooth","brown","yes","pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","urban"
"1431","edible","convex","scaly","brown","no","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","purple","purple","partial","white","one","evanescent","brown","scattered","grasses"
"1432","edible","convex","fibrous","brown","yes","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","purple","purple","partial","white","one","pendant","black","several","wood"
"1433","poisonous","flat","smooth","white","yes","pungent","free","close","narrow","white","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","grasses"
"1434","poisonous","convex","scaly","white","yes","pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","purple","purple","partial","white","one","pendant","black","scattered","urban"
